person_id,entry_index,timestamp,text,latent_burnout_level,true_theme,event_type
P213,181,2027-10-18T07:56:09,Day to day I am avoidance; I seek belonging; sometimes I prefer friendly. I feel balanced and productive. Hydrated well.,0.277,sociability,
P213,182,2027-11-01T21:41:05,"For fun: letterpress and robotics, experimenting with drawing. Deadlines are stacking up; I'm pacing myself. I took breaks and my sleep was solid last night. Met a small milestone.",0.324,hobbies_creativity,
P213,183,2027-11-30T18:43:57,"We hit a launch, received escalation, and started crosstrain. I took breaks and my sleep was solid last night. Had a short walk.",0.332,work_changes,
P213,184,2027-12-08T19:29:16,Sleep update: sleeprestriction and sleeptracker with notes on undersleep. Confidence is high and tasks are clear. Some tasks are dragging and I'm a bit distracted.,0.339,sleep_recovery,
P213,185,2028-01-27T08:55:22,"Social plan: meetup, then gamenight, lots of conversation. Feeling cynical and detached from work. Had a short walk.",0.205,social_events,
P213,186,2028-01-31T06:21:36,I plan a reset to finally backyard. Team support is strong and communication is clear. Team support is strong and communication is clear.,0.324,recovery_holidays,
P213,187,2028-02-04T03:35:41,"My social energy is bonding; I like solitude, though I drift into closedoff. Progress is okay but I'm juggling competing priorities. Team support is strong and communication is clear.",0.204,sociability,
P213,188,2028-02-18T00:17:52,I feel coolness and enjoy detached; when tired I lean toward separate. Workload is crushing and sleep is awful.,0.262,sociability,
P213,189,2028-04-01T22:28:58,"For fun: cosplay and tabletop, experimenting with sketch. Deadlines are stacking up; I'm pacing myself. Feeling focused and energized today.",0.293,hobbies_creativity,
P213,190,2028-04-26T13:56:03,I feel burnout after constant capacitylimit and spiral. I took breaks and my sleep was solid last night. Confidence is high and tasks are clear.,0.207,workload_burnout,
P213,191,2028-05-05T17:20:43,"I joined slides, submitted portfolio, and iterated on keynote. Workload feels manageable and I made good progress.",0.309,learning_profdev,
P213,192,2028-07-13T16:18:48,We coordinated babysitter and addressed milestone amid babysitter. Motivated about current projects and goals. Met a small milestone.,0.255,caregiving_parenting,
P213,193,2028-08-05T11:24:01,Energy feels dreary; occasionally bubbly; aiming for apathetic. Exhausted and overwhelmed by deadlines. Sleep wasn't perfect and focus came in waves.,0.36,liveliness,
P213,194,2028-08-07T07:48:31,"My mood has been burnedout, moving between pessimistic and grateful. Some tasks are dragging and I'm a bit distracted. I feel balanced and productive.",0.229,emotional_state,
P213,195,2028-08-08T22:32:03,"In groups I tend to be shrinking; at times I become challenge, though I aim to stay understated. I feel balanced and productive.",0.289,social_boldness,
P213,196,2028-09-15T12:09:39,"Socially I act outspoken, occasionally tentative, trying to remain muted. Today felt efficient with minimal distractions. Today felt efficient with minimal distractions.",0.275,social_boldness,
P213,197,2028-09-18T09:28:16,I feel fragile about myself; sometimes rumination; overall aiming to stay doubt. Sleep wasn't perfect and focus came in waves.,0.198,social_self_esteem,
P213,198,2028-09-21T01:43:14,Day to day I am cozy; I seek quietude; sometimes I prefer mingling. Mentally drained; motivation is collapsing.,0.359,sociability,
P213,199,2028-09-23T08:50:41,During meetings I am lowkey; sometimes host; working toward decisive. Confidence is high and tasks are clear.,0.329,social_boldness,
P213,200,2028-09-24T00:15:21,Time to familyvisit and fully mindfulness. Energy is uneven and I'm working through minor setbacks.,0.349,recovery_holidays,
P213,201,2028-09-25T20:39:26,"We reviewed bonds, adjusted for taxes, and watched cashflow. Today felt efficient with minimal distractions. I took breaks and my sleep was solid last night. Had a short walk.",0.235,financial_stress_budgeting,
P213,202,2028-09-30T04:32:04,"My social energy is reclusive; I like solitude, though I drift into quietude. Workload feels manageable and I made good progress. Motivated about current projects and goals.",0.326,sociability,
P213,203,2028-10-22T22:00:20,"For fun: editing and hiking, experimenting with coding. Deadlines are stacking up; I'm pacing myself. Today felt efficient with minimal distractions.",0.24,hobbies_creativity,
P213,204,2028-10-25T08:23:06,"In groups I tend to be outspoken; at times I become network, though I aim to stay understated. I'm coping but it's getting hectic. Energy is uneven and I'm working through minor setbacks.",0.318,social_boldness,
P213,205,2028-11-26T02:12:00,I feel companions and enjoy loner; when tired I lean toward isolation. Confidence is high and tasks are clear. Deadlines are stacking up; I'm pacing myself.,0.255,sociability,
P213,206,2028-12-10T10:06:22,Conditions were cloud; alerts for smog; some rainbow. Today felt efficient with minimal distractions. Exhausted and overwhelmed by deadlines.,0.41,weather_environment,
P213,207,2028-12-20T16:00:38,"In groups I tend to be muted; at times I become muted, though I aim to stay wavering. Deadlines are stacking up; I'm pacing myself. Pressure is noticeable but still under control.",0.207,social_boldness,
P213,208,2029-03-03T08:15:45,Most days I feel positive; sometimes I slip into dynamic before returning to inactive. Exhausted and overwhelmed by deadlines.,0.285,liveliness,
P213,209,2029-03-25T12:36:06,The timepressure and multitasking make me spiral. Team support is strong and communication is clear. Motivated about current projects and goals.,0.297,workload_burnout,
P213,210,2029-03-29T07:59:00,Commute note: crowding with signalfailure and a bit of signalupgrade. Sleep wasn't perfect and focus came in waves.,0.198,commute_transportation,
P213,211,2029-04-06T13:19:33,"My mood is cheerful, with periods of optimistic; I try to keep things spirited. Pressure is noticeable but still under control. Mentally drained; motivation is collapsing.",0.279,liveliness,
P213,212,2029-05-17T03:27:37,Another meetings means more pagerduty and pagerduty. I took breaks and my sleep was solid last night.,0.369,workload_burnout,
P213,213,2029-06-05T18:51:03,"We handled monitoring, then vpn, followed by network. Energy is uneven and I'm working through minor setbacks. Workload feels manageable and I made good progress. Hydrated well.",0.203,technology_tools,
P213,214,2029-06-24T11:35:10,Another backlog means more strain and exhausted. Deadlines are stacking up; I'm pacing myself.,0.386,workload_burnout,
P213,215,2029-07-03T17:40:13,Creative time included editing plus triathlon and music. Feeling focused and energized today.,0.274,hobbies_creativity,
P213,216,2029-07-11T15:09:02,I feel pagerduty after constant pagerduty and backlog. Motivated about current projects and goals.,0.199,workload_burnout,
P213,217,2029-07-20T06:07:12,Physically I feel jetlagged; earlier it was feverish with some refreshed. Workload feels manageable and I made good progress. I took breaks and my sleep was solid last night.,0.248,physiological_state,
P213,218,2029-07-29T16:02:29,The frustration and weariness make me micromanagement. Progress is okay but I'm juggling competing priorities. I feel balanced and productive. Met a small milestone.,0.219,workload_burnout,
P213,219,2029-08-28T01:09:05,Another triage means more fatigue and rushjob. Team support is strong and communication is clear. I took breaks and my sleep was solid last night.,0.219,workload_burnout,
P213,220,2029-10-01T18:56:02,Day to day I am distant; I seek quietude; sometimes I prefer detached. Feeling focused and energized today. Feeling focused and energized today.,0.218,sociability,
P213,221,2029-10-22T05:36:44,During meetings I am withdrawn; sometimes shrinking; working toward visible. Workload feels manageable and I made good progress. Some tasks are dragging and I'm a bit distracted. Had a short walk.,0.344,social_boldness,
P213,222,2029-10-22T09:44:49,"Parenting: extracurricular plus tantrum, and we handled lice. Workload feels manageable and I made good progress. I took breaks and my sleep was solid last night. Hydrated well.",0.265,caregiving_parenting,
P213,223,2029-11-13T23:42:52,Home update: cabinetry and electrical with notes about water. Feeling focused and energized today. Progress is okay but I'm juggling competing priorities.,0.341,housing_home_projects,
P213,224,2029-12-01T14:48:38,Another loadspike means more timepressure and crunchtime. Confidence is high and tasks are clear.,0.214,workload_burnout,
